pathway	UCH_02_Basal	UCH_02_Cronico	UCH_02_PosI	UCH_03_Basal	UCH_03_Cronico	UCH_03_PosI	UCH_04_Basal	UCH_04_Cronico	UCH_04_PosI	UCH_05_Basal	UCH_05_Cronico	UCH_05_PosI	UCH_07_Basal	UCH_07_Cronico	UCH_07_PosI	UCH_08_Basal	UCH_08_Cronico	UCH_08_PosI	UCH_09_Basal	UCH_09_Cronico	UCH_09_PosI	UCH_10_Basal	UCH_10_Cronico	UCH_10_PosI	UCH_11_Basal	UCH_11_Cronico	UCH_11_PosI	UCH_12_Basal	UCH_12_Cronico	UCH_12_PosI	UCH_13_Basal	UCH_13_Cronico	UCH_13_PosI	UCH_15_Basal	UCH_15_Cronico	UCH_15_PosI	UCH_16_Basal	UCH_16_Cronico	UCH_16_PosI	UCH_17_Basal	UCH_17_Cronico	UCH_17_PosI	UCH_18_Basal	UCH_18_Cronico	UCH_18_PosI	UCH_19_Basal	UCH_19_Cronico	UCH_19_PosI	UCH_20_Basal	UCH_20_Cronico	UCH_20_PosI	UCH_21_Basal	UCH_21_Cronico	UCH_21_PosI
P562-PWY	32.056	26.4578	24.1548	85.3713	87.0371	57.2303	160.1879	265.9367	231.5071	10.5199	118.2691	68.5379	70.9333	117.6789	176.4941	563.1488	53.8108	76.0174	103.0548	41.9141	114.0812	107.3319	238.2879	70.4442	120.8611	177.5534	104.3635	111.3954	107.883	153.6912	72.2731	60.0155	72.8881	23.2796	59.4317	33.6287	16.8636	33.9735	40.0557	26.9767	49.2992	22.7546	184.4657	81.0114	190.5716	82.3228	8.8937	23.5418	56.489	161.6663	172.0803	25.3058	58.696	290.3727
PANTO-PWY	3144.6064	2977.609	4409.0354	5655.4737	6593.199	6150.1073	4602.6533	5594.4339	6816.5661	7206.0857	5092.426	6712.6301	4517.9015	4526.8275	5140.7164	3489.2797	4352.9452	3868.5614	5761.3398	4928.6246	6304.6219	4458.7632	4518.2667	1727.8566	3849.0537	3715.3092	5090.822	4321.9758	4265.9092	3290.2402	4713.3328	5029.0875	4723.4897	1978.0301	1468.5401	1291.357	2059.1718	2135.7924	2543.1613	3813.7116	4125.0252	3896.3057	2963.8622	3643.3324	3174.4853	4931.7891	1869.9959	4305.5099	2682.8673	2870.7825	3051.4217	2190.8868	2324.2821	1702.2644
PANTOSYN-PWY	3596.7306	3556.8215	4880.6716	6249.9087	7182.9123	6711.5918	4710.2522	5467.2625	7097.4355	7119.075	5291.3839	6715.3863	5039.1465	5005.5617	5561.9166	3682.5985	4445.1318	3852.5763	5895.7805	4849.128	6419.8182	4605.1615	4901.2131	1798.6938	4330.8009	4137.4442	5458.2263	4785.8037	4703.308	3797.7848	4875.0491	5201.5117	4987.8541	2364.2872	1734.963	1733.0371	2447.5663	2451.4338	2984.0027	4238.5612	4592.8788	4386.5671	3466.8681	4251.554	3757.8253	5413.1733	1856.8787	4360.557	2932.6165	3466.1273	3610.2088	2555.6784	3006.248	2346.4581
PENTOSE-P-PWY	1221.1045	484.6027	1696.5813	918.7961	449.1138	698.4694	4028.7216	5406.8854	2304.3622	7472.6048	3345.3085	5923.5601	2783.9103	3630.9138	3544.8642	1881.4886	1516.4921	2203.0017	4983.5546	4741.0031	5125.6745	3432.4547	2998.4367	1779.5658	2625.4161	3341.8543	4690.8193	1324.5516	2376.5638	1710.201	3301.7391	4522.5072	3562.2457	504.6794	607.2938	457.3549	405.0262	391.6528	829.8138	2144.6707	2060.3742	1873.2103	2030.0986	1481.5246	1167.9884	4405.7333	1938.0242	4088.1402	449.3983	1724.2724	1122.0939	417.9551	590.481	1337.6553
PEPTIDOGLYCANSYN-PWY	4742.5305	4634.0675	6669.5357	8143.2199	8802.5821	8397.1113	5336.8999	5663.1943	8046.6005	7378.0678	5932.4165	7070.7139	6696.798	6594.9135	6958.4587	4684.5506	5913.9946	4954.3511	6650.0279	5032.7102	6977.4161	5448.9895	6147.5583	2048.0155	5831.0206	5478.4238	6666.7067	6254.3292	6201.4135	5439.7128	6962.7181	6123.8846	6245.431	3900.6586	2889.7765	5942.137	3716.9335	3074.5587	3876.1388	6005.0098	6311.1224	5954.9649	5972.4787	6554.0575	6190.4728	7381.1027	2018.5989	4836.3276	3285.9738	4961.8205	5214.8998	3781.6392	6347.5389	6253.49
PHOSLIPSYN-PWY	5510.6699	5390.4913	7662.9785	9755.1769	10866.151	10184.2384	5549.0945	5173.2236	9445.726	6238.4606	6759.514	7052.8878	7305.6517	6728.0908	7635.8156	5229.5362	6402.1115	5087.9061	6461.8691	4718.1312	6804.1138	5775.1105	6866.5649	1964.6086	6420.841	5799.9963	6407.0136	7563.2959	7052.4073	6376.3296	7188.3141	6056.6933	6351.6206	4564.9918	3302.2286	6443.4094	4137.1802	3244.7997	4254.2491	6729.8364	7097.2196	6661.609	6695.971	7538.3738	7150.0647	7795.8044	1824.4527	4700.2738	3496.7951	5544.5676	5908.3022	4590.7316	7509.9635	7245.3809
POLYAMINSYN3-PWY	22.1565	0	32.4615	676.9295	336.967	476.1363	69.0461	15.5829	8.2199	12.0122	58.8108	683.8344	376.165	602.9578	831.8625	965.1536	50.4302	124.1402	34.0627	8.1733	12.6959	65.2692	935.6129	271.151	108.7201	62.3087	183.693	329.6578	410.3408	315.6224	242.8424	46.0534	45.8259	478.4849	549.2253	220.8762	848.0683	557.1467	952.4031	34.3648	1.8548	290.7592	902.2628	756.7153	804.0151	1.8549	0.8942	18.1326	11.313	8.2171	36.0818	66.9835	119.7348	246.0007
POLYAMSYN-PWY	48.3164	56.8277	30.4582	616.6795	308.3027	439.7358	64.8678	14.6233	173.6878	11.2669	55.0046	624.22	935.8544	1178.4416	796.1442	1360.383	286.3934	433.791	31.9802	7.6684	11.9096	61.2877	897.5555	268.2521	102.391	58.7954	174.8157	307.6749	390.331	300.9032	707.1809	436.4661	849.6145	462.0512	552.0192	216.2544	973.936	561.7348	934.3095	570.0321	330.0217	879.8898	960.5399	750.6679	813.899	9.8404	0.8384	17.0155	15.6102	18.7158	126.9359	62.3012	111.4236	240.437
POLYISOPRENSYN-PWY	1996.6561	2427.9159	1205.7111	947.5716	348.899	449.592	3759.0855	4963.0004	2950.437	6731.3326	3140.5152	5759.4808	3530.306	4218.1141	3864.0991	2436.8404	2606.614	3236.1679	5101.8159	4470.619	5416.7001	3682.6828	3271.1826	1707.924	2930.0288	3665.2872	5008.5793	777.2278	2820.664	1174.181	4182.1581	4676.5797	4061.9542	420.3667	637.9775	698.0451	2115.2298	2299.8273	2541.8976	2712.401	2566.6031	2631.2449	1964.1651	1522.5469	1307.1068	4335.8707	1759.099	3948.9138	2512.9911	2570.8211	2294.6481	368.2311	561.4227	1628.7666
PPGPPMET-PWY	0	0	2.8493	2.8495	1.2249	1.7249	10.7134	12.4779	3.2244	6.2181	24.9517	47.3021	21.18	11.56	140.1929	1128.4702	20.4348	71.0636	21.9354	3.2228	9.9873	0	282.169	173.5863	0.35	22.4316	102.3072	8.5702	4.2734	11.2133	1.0749	7.764	25.6421	1.4247	0.7249	3.8487	23.1267	0.7249	48.4871	23.5102	0.7249	1.7747	9.7146	6.5706	2.4993	0.725	0.3499	7.9136	0.7248	3.2234	0.8499	12.8277	38.1805	109.686
PRPP-PWY	259.4772	62.2693	501.8431	335.4589	217.1001	427.3758	646.7065	602.3935	490.7029	94.0646	157.2394	245.9728	2449.5551	2318.4483	1329.3222	2285.815	968.0702	1529.8033	1107.7066	1391.1558	1823.5153	222.055	1498.2174	611.3773	885.1617	1562.6924	1336.248	167.3525	495.496	465.8988	2674.4033	1566.5123	1785.9045	260.9004	328.3815	289.7459	382.7912	340.3912	656.8226	1241.044	524.1027	1864.4757	1152.2597	1179.6221	921.0422	363.9087	59.4029	664.6975	250.0362	374.6832	457.2245	116.1531	298.5493	356.7688
PWY-1269	782.4365	1045.3019	413.7519	390.0242	182.982	249.0797	2170.618	3854.684	1249.8788	5498.7513	1335.2214	3751.6509	1820.4224	2210.8298	1867.5747	1748.783	1208.8414	1868.9618	3343.7949	3623.0083	3709.1873	2035.3684	1560.3575	1210.0224	1304.6841	1969.2033	3097.9764	300.3138	1190.7069	447.8696	1965.5272	2888.212	2062.5413	268.066	306.3557	229.5435	1090.6697	1433.8633	1434.8395	1198.2106	1199.5991	1205.5536	838.7672	731.4371	604.6516	2056.3456	1448.936	2747.2548	1713.9628	1299.4373	1150.0424	125.1398	159.3461	529.9597
PWY-1861	275.2519	326.7714	1005.6952	1255.7833	685.4296	531.3541	27.935	3.9988	0	0	0	0	373.5584	411.7249	244.188	114.5454	110.7657	106.6844	3.9989	0	0	0	239.8458	0	0	0	0	39.8833	197.1007	219.7901	0	0	0	39.795	31.8294	39.8571	23.9104	63.1597	71.2577	262.2743	631.53	345.7831	87.3692	51.7945	99.2154	0	0	0	0	7.9933	0	7.9914	0	0
PWY-2941	790.4726	1125.1149	1666.8851	1885.5926	2649.0447	1238.4186	170.5271	353.8902	612.1227	74.1415	402.051	87.3202	219.2887	287.8078	295.9576	247.0893	323.3225	254.8608	190.5413	122.1522	157.7079	164.7738	369.4804	25.2082	124.3531	191.7135	65.5935	84.8648	161.699	106.6549	231.0201	417.5808	439.7266	125.3577	84.4214	135.9469	219.1	224.6638	364.1951	286.7433	591.155	277.2123	396.2919	278.0846	332.0393	2624.2173	626.9824	600.7973	7.7875	116.249	151.0781	2087.4915	5349.9775	5238.6159
PWY-2942	5295.5508	5241.6795	7518.8133	9098.7559	9663.1236	9351.0972	6226.5265	6754.71	9043.289	8981.5684	6881.6408	8366.9731	7779.9793	7687.8512	8153.2262	5372.988	6396.8446	5485.8038	7894.6992	6028.3027	8307.7007	6285.5332	7145.6661	2456.8532	6883.9985	6434.6598	7886.6595	7135.5506	7170.6866	6229.5819	7998.7382	7296.3742	7313.7449	4431.4684	3324.8558	6799.3824	4139.9385	3446.168	4367.9981	6809.0821	7157.915	6752.8399	6833.6296	7479.462	7053.628	8933.4971	2403.7395	5808.589	3687.4985	5814.2194	6008.8245	4348.9336	7447.9345	7437.012
PWY-3001	5292.2894	5186.8021	7422.5438	8777.1872	9440.1067	9069.3379	6233.6853	6712.301	8942.5295	8726.4404	6902.2126	8423.6668	7268.5849	7292.1584	7843.0966	5142.6686	6513.0546	5579.4462	7591.1517	5942.1874	7998.7826	6165.0821	6904.0904	2376.6309	6455.8718	6177.7252	7541.555	6822.7739	6916.215	5885.2039	8088.4754	7124.3727	7153.7766	3954.7945	3013.1634	6407.6648	3948.0405	3466.495	4283.44	6372.0833	6705.6998	6367.1817	6408.4348	6698.26	6307.4704	8504.8875	2359.7576	5645.3958	3705.7464	5489.1278	5463.4415	4055.4845	6691.2875	6578.7207
PWY-3781	93.1097	73.5584	35.9035	296.4251	252.9278	269.8688	59.8269	0	0.58	13.9949	43.8684	15.9907	2122.117	2774.4694	369.1271	918.6439	314.852	875.4204	19.9839	2.5797	9.9959	0	291.308	70.8793	55.807	55.8087	93.6044	71.4147	107.0872	232.1431	1716.7771	662.9892	1981.2559	201.5819	98.0454	136.6898	259.2539	57.6818	181.0195	1128.5672	653.4037	1914.1511	893.821	975.1646	568.9956	65.7892	1.9996	19.981	27.9309	61.6755	187.699	10.2545	28.1825	86.401
PWY-4984	47.4752	148.5986	187.7809	225.7279	64.3689	49.807	345.4958	721.4767	237.0934	784.9585	381.482	1245.6095	417.1994	368.5052	310.0286	132.266	74.0783	112.5054	229.9716	197.2952	174.2857	211.1308	396.4372	129.253	452.3574	1130.1023	468.0549	152.4723	767.7994	243.9586	601.2207	256.8346	224.3573	54.1286	87.6437	76.2313	99.1566	253.7913	263.0013	276.02	455.6025	745.3001	405.911	212.0913	313.2153	215.1472	168.4511	528.1855	94.1217	231.1878	151.5204	90.3985	33.305	28.9525
PWY-5005	5.9392	3.5706	23.5981	2.3944	8.5239	13.8863	10.1841	0	46.8448	38.9085	39.8636	7.1956	51.5402	44.663	38.7259	44.8427	6.5816	1.1996	45.9795	9.5906	39.443	22.7156	19.1186	13.7489	7.1877	14.9584	3.5985	42.4784	16.1279	38.9976	71.0216	26.318	41.7168	12.8626	2.988	5.3521	32.6801	4.7625	33.2792	33.2416	26.7586	49.4464	128.1835	85.3743	154.9072	60.6681	1.1996	28.1033	8.2753	5.9796	10.1208	6.4695	25.7013	0
PWY-5022	25.5584	14.8665	44.1284	72.3042	47.2404	59.4995	34.8141	4.2013	41.972	30.1356	50.1934	114.324	114.244	146.7056	134.7926	923.8002	102.5691	154.3803	50.102	20.1545	35.5642	77.0381	246.0817	42.1189	74.6504	46.7639	52.3354	47.4219	40.3352	70.1309	195.6459	63.5125	71.0642	27.3506	29.8156	15.5855	46.5449	104.0891	57.7571	45.1604	46.1951	192.7787	136.8452	88.3853	128.5617	40.8541	1.436	23.4818	12.519	16.6384	52.425	48.1843	58.0518	85.8612
PWY-5097	5260.4017	5232.7142	7535.976	9125.4731	9683.7331	9405.6809	6190.9247	6679.8626	9023.7505	8767.2363	6928.7091	8210.1121	7586.6428	7552.7016	8098.3588	5135.9408	6300.4514	5391.4533	7739.2183	5940.8565	7971.2271	6227.0744	7085.1993	2414.0819	6864.4823	6351.9192	7723.4282	7173.1166	7138.048	6217.5598	7947.2171	7155.7825	7228.421	4412.7728	3329.4017	6650.2008	4103.8081	3419.4633	4334.799	6689.4382	7001.4936	6591.524	6735.8739	7321.8835	6947.557	8898.8376	2360.2002	5730.6407	3559.0325	5686.4459	5777.3734	4313.3902	7369.4915	7236.9034
PWY-5100	5016.8891	5028.4663	7412.8584	8744.0822	9468.4459	9011.3407	5693.6809	6060.4271	9005.3193	7453.8845	6377.5065	7552.137	7050.6084	6482.3276	7289.8715	5294.6766	6424.7973	5309.9952	7189.5674	5287.3973	7591.3181	5785.2897	6478.6384	2106.0271	6322.919	5709.1933	6882.9261	6676.4771	6501.0787	5962.6426	7127.5625	6337.318	6306.3559	4078.8938	2945.1966	5801.2514	3593.3619	3121.0675	3875.229	6185.4033	6690.5478	6246.4968	6055.0194	6944.1204	6571.796	8178.0619	2207.5378	5155.5682	3561.0033	5444.6946	5786.065	4300.6313	7913.1485	7410.1071
PWY-5101	6161.8203	6047.8042	8735.059	10662.445	11451.5564	11023.9292	6952.1893	7302.4729	10554.1802	9389.0251	8061.6003	9350.2652	8608.2274	8350.1221	9110.1028	5944.9182	7229.6628	6021.2421	8507.7407	6490.202	8996.6031	6982.2826	8073.4662	2619.0557	7683.8483	7085.6471	8463.5241	8257.2959	8037.6667	7103.2538	8855.9058	7862.7656	8028.9075	4935.3956	3636.5369	7413.5991	4510.724	3853.908	4846.7588	7682.4788	8082.4208	7699.6557	7479.4389	8377.7282	7905.9577	9725.7653	2548.1042	6222.4088	4185.7322	6457.9856	6692.5007	4850.3417	7807.4772	7785.2513
PWY-5103	5461.1828	5272.6667	7625.2609	9248.9811	9958.4412	9548.9368	6139.2561	6399.7341	9201.5966	8283.2047	7048.5865	8113.4497	7563.2357	7358.078	7960.3581	5206.8924	6405.4755	5331.5408	7467.1587	5724.5985	7921.1408	6111.9658	7053.849	2285.3624	6672.2969	6220.5971	7449.2067	7222.6187	7019.7975	6269.0349	7751.0829	6914.6525	7034.9952	4299.1833	3158.5393	6537.7064	3976.2951	3366.9883	4248.8911	6748.6001	7114.3849	6735.0026	6627.3892	7363.3236	6908.8093	8447.9036	2239.8959	5454.9997	3693.7289	5696.0364	5882.1703	4216.8583	6787.0359	6793.6505
PWY-5104	5538.9326	5361.5443	7895.5837	9479.5406	10191.277	9870.5184	6208.818	6570.5909	9821.3601	8328.1514	7207.4517	8466.319	8102.9562	7416.1683	8271.7685	5852.2968	6976.3014	5687.723	7844.7386	5788.6117	8547.6409	6280.7156	7328.1612	2313.8966	6993.8586	6470.7097	7731.6436	7527.9875	7349.8003	6704.109	8010.2966	7055.5458	7109.0975	4537.6753	3301.9521	6630.2462	4058.7791	3482.2834	4341.9053	6977.3641	7548.2007	7163.0365	6901.1238	7952.5344	7463.8983	8735.1168	2266.1786	5576.4613	4029.2568	6176.7031	6544.7065	4346.0337	6872.0737	6957.7285
PWY-5121	4816.7084	4730.3155	6613.0289	8170.8273	8883.9495	8463.0212	5520.2549	5975.4838	8269.6941	7881.7552	6143.2171	7514.6328	6796.67	6683.2943	7129.7585	4574.017	5947.4731	5023.3808	6923.7835	5347.3649	7356.188	5605.4161	6260.7024	2111.422	5904.2386	5575.8123	6919.2721	6328.0434	6273.4556	5460.9271	7086.9075	6377.8666	6406.449	3851.1688	2840.3001	5722.1192	3754.454	3190.5131	3970.6519	6038.7284	6382.2222	6012.4226	5931.9631	6559.4478	6135.0172	7500.809	2116.3189	5054.5096	3468.6292	5083.6238	5302.0288	3743.2169	6084.1647	6004.5675
PWY-5154	1497.7665	1936.2067	785.5409	618.815	222.5884	282.7069	3317.6029	3562.6507	2169.7339	3247.8249	2495.1326	4842.3589	2744.7651	3507.4399	3038.1962	1954.7375	1897.3024	2779.9401	4254.1736	3125.3169	4808.5304	3165.6021	2552.2805	1102.9778	2293.7716	3097.122	3930.7857	497.2198	2160.789	793.7041	3438.8974	4079.9412	3441.3801	244.714	383.1787	442.1428	1663.4453	1966.6303	2106.3305	2052.2918	1917.4633	1995.3815	1407.7891	1048.2975	893.6283	3617.9115	1221.4532	3136.2103	2210.6276	2041.0105	1746.3263	241.1266	331.2684	1154.0779
PWY-5177	23.0667	10.7445	59.2004	109.879	67.4287	103.8972	26.7048	0	1.1528	3.4952	22.1172	1.8943	420.004	460.4207	129.5884	639.5035	160.4669	370.6334	13.5562	1.6746	0	5.8991	207.2726	0	0.5578	18.9929	6.2614	18.9403	20.369	37.2174	554.8074	181.9954	406.9649	89.0861	37.8921	43.2825	74.1585	24.4119	51.968	218.0223	159.112	328.3794	302.5474	314.9253	208.662	24.0259	0	11.3161	8.9519	12.8215	52.1385	23.6223	53.3106	25.8831
PWY-5188	2077.824	2337.9012	2887.3779	5239.6176	6563.0186	5905.9852	2260.4385	1311.4189	5644.3123	1208.3602	3672.1484	2967.3447	2914.9028	2582.6259	3654.8809	2056.605	1603.9029	1092.2116	2139.4495	1055.8537	2236.2513	2160.7521	3274.233	513.1463	2572.078	1700.1028	1730.0068	4235.2352	3262.1867	2868.1349	2559.708	1541.8908	2489.2529	1855.3422	1401.5691	4969.07	1405.913	1062.107	1599.7715	2450.1743	2675.7078	2618.9792	2204.6052	2643.7018	2485.6829	3040.5566	308.4025	1359.6176	923.538	1610.9356	1638.8695	2000.2376	2210.498	1262.92
PWY-5189	1900.5308	2178.9937	2614.2618	4897.4664	6242.9214	5575.1697	2064.672	1214.8747	5367.0693	1101.5422	3509.8609	2779.3966	2574.4541	2237.3751	3376.6153	1856.9372	1371.4663	929.6088	1966.4282	998.7698	2065.4	1995.9516	3035.9168	469.6521	2343.6544	1534.8089	1567.5398	3940.6886	3005.6407	2561.3183	2236.4986	1379.471	2179.6368	1661.3717	1262.415	4799.6007	1223.7269	963.7784	1468.0272	2143.2193	2378.1267	2297.8254	1934.9284	2347.3954	2213.907	2825.7111	286.4386	1256.161	833.1315	1459.6034	1432.2295	1853.8785	1992.2134	1143.1827
PWY-5198	7.6364	1.0909	20.7273	1.0909	0	3.2727	0	0	0	0	0	0	26.1818	31.6364	7.6364	0	0	0	0	0	0	0	1.0909	0	0	0	0	5.4545	27.2727	30.5455	0	0	0	5.4545	4.3636	5.4545	1.0909	5.4545	2.1818	9.8182	25.0909	22.9091	12	5.4545	10.9091	0	0	0	0	1.0909	0	1.0909	0	0
PWY-5265	18.604	0	9.5541	9.567	11.9186	108.1689	68.9482	11.0975	0	0	0	0	101.0372	43.9721	27.3228	0	0	0	0	0	0	0	109.3221	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9108	8.4417	123.4429	35.8266	0	39.8594	0	29.9343	38.3362	0	0	0	0	0	0	0	0	0
PWY-5304	2605.66	3216.66	3237.66	7145.34	10214	8071.34	2348	1278.34	8359	1298.66	4842	3127.66	1865.66	1303.34	3550	1090	603	438.66	2120.34	1015	2396	2566.34	3368.34	454.66	2588.34	1274.66	1342	4947.66	2994	2140	397	486	1061.66	1762.34	1021.34	536	725.34	688.66	1372.34	1884	2222.66	2048.66	921	1725	1650.34	2246.66	233	1214.34	1000	868.66	857	2694.34	2658	1085
PWY-5345	265.5611	118.8361	404.1376	335.6133	161.5847	332.4596	280.9589	245.3764	202.539	49.0029	157.8603	194.8335	1185.2132	1244.6927	716.2547	1895.8203	762.8437	805.1184	594.4352	561.2499	869.5758	107.052	975.7842	575.0931	544.8557	914.2667	897.1429	242.2563	629.6732	724.0083	1389.7354	744.5631	921.8289	191.7868	289.3413	199.8494	249.9069	288.5346	433.8293	853.5574	658.1041	990.5244	632.7204	620.0292	518.9101	270.304	29.7343	351.7405	127.5091	212.1805	254.2569	64.1261	149.1655	330.2219
PWY-5347	2224.8914	1696.8292	2704.3477	2517.5085	3817.843	2895.3865	2929.4182	2895.4945	3239.3607	772.1616	3004.3778	2085.0777	2416.1029	2908.7167	2451.938	3985.7763	1296.2727	1238.1602	1553.8913	1283.3429	1806.9313	1667.9549	2914.4306	1065.7253	1802.1114	2271.1518	2036.0847	2281.1667	2006.5538	2737.9782	2108.2391	2309.2699	2177.1373	664.5798	763.0769	826.6168	861.6208	698.462	1041.1432	1442.8521	1709.6623	1976.3469	3078.9391	1965.6232	2212.0862	4079.8982	966.2672	1241.2756	732.8699	2256.5346	2038.7784	2623.4004	5708.1089	5677.2553
PWY-5384	3356.6798	3278.3719	3828.9473	6644.7455	8006.203	7052.115	2885.6482	1038.4846	6344.6773	2507.3779	4505.5437	4010.6213	4155.6964	3923.5528	5093.0416	2310.6997	1513.8197	977.0033	3362.0973	1530.2796	3379.786	3344.6111	4762.6775	892.0129	3866.5618	3238.335	3668.5539	5560.8945	4575.9743	3965.8873	2615.269	2544.4947	2964.3767	3017.633	1983.2865	1253.4173	2269.3384	1427.0084	2248.9937	4156.4045	4298.2102	4113.8148	3859.5406	4606.375	4351.0433	3607.8499	316.6548	1918.725	1462.8394	3115.0942	3115.6701	2755.4563	2758.1218	2813.5096
